population_2018,surface_area_(km2)_2018,gini_index_varies_by_country,happy_planet_index_2016,happy_planet_index_2019,human_development_index_2017,human_development_index_2021,sustainable_economic_development_assessment_(seda)_2018,gdp_growth_(annual_%)_2018,gdp_growth_(annual_%)_2021_or_latest_year,gdp_($_usd_billions_ppp)_2018,gdp_($_usd_billions_ppp)_2019,gdp_($_usd_billions_ppp)_2020,gdp_($_usd_billions_ppp)_2021,gdp_per_capita_in_$_(ppp)_2018,gdp_per_capita_in_$_(ppp)_2019,gdp_per_capita_in_$_(ppp)_2020,gdp_per_capita_in_$_(ppp)_2021,economic_growth_2018,economic_growth_2021_or_latest,health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2019,health_expenditure_%_of_gdp_2020,health_expenditure_%_of_gdp_2021,health_expenditure_%_of_gdp_2021_or_latest,health_expenditure_per_person_2015,health_expenditure_per_person_2018,health_expenditure_per_person_2019,infant_mortality_2020,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",education_expenditure_%_of_gdp_2014,education_expenditure_%_of_gdp_2018,education_expenditure_%_of_gdp_2021_or_latest_year,education_as_%_of_gdp_2018,education_as_%_of_gdp_2021_or_latest,%_of_primary_school_aged_kids_out_of_school_2018,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,unemployment_(%)_2018,unemployment_(%)_2021,%_of_population_in_extreme_poverty_latest_year,%_of_population_with_access_to_electricity_2020,political_rights_score__2018,political_rights_score__2022,civil_liberties_score__2018,civil_liberties_score__2022,political_stability_&_absence_of_violence_2017,political_stability_&_absence_of_violence_2021,government_effectiveness_2017,government_effectiveness_2021,regulatory_quality_2017,regulatory_quality_2021,rule_of_law_2017,rule_of_law_2021,control_of_corruption_2017,control_of_corruption_2021,judicial_effectiveness_score_2018,judicial_effectiveness_score_2022,government_integrity_score_2018,government_integrity_score_2022,overall_economic_freedom_score_2017,overall_economic_freedom_score_2022,financial_freedom_score_2018,financial_freedom_score_2022,government_expenditure_(%_of_gdp)_2018,co2e_emissions_per_capita_2019,share_of_electricity_from_renewables_generation_2015,share_of_electricity_from_renewables_generation_2020_or_latest_year,%_of_seats_held_by_women_in_national_parliaments_2017,%_of_seats_held_by_women_in_national_parliaments_2018,%_of_seats_held_by_women_in_national_parliaments_2021,military_spending_as_%_of_gdp_2021,military_spending_as_%_of_gdp_2019
1.0,0.7338749155144701,0.11107897016543368,0.184007400951735,0.10273229122647895,-0.08969906788999578,-0.09773310251363367,-0.25217930660624305,0.12255606677913129,0.0007538339429708662,0.7139741685110721,0.7148736107649764,0.7233030801348072,0.6948446782237763,-0.1557790866968395,-0.15893846411946702,-0.14046329341102992,-0.13088722776942288,0.09212531591163908,-0.009207243154407203,-0.15168030073755936,-0.13841575049570884,-0.1744749080738488,-0.09265543907457471,-0.10520502119636624,-0.12894694917033062,-0.0922245165770358,-0.5667130533171513,-0.18329258741361404,-0.15827449172700275,-0.17617231798634997,-0.17269256234780025,0.09806210197507222,0.0843755105252396,-0.1262324284273307,-0.13118150189221373,-0.21768356761525912,-0.1333136523737719,-0.22087652167693775,-0.10588551738421376,0.04804315390562398,-0.2332750078052726,-0.20393152993192581,0.1603550870687509,-0.07841374572631483,-0.14765849744879792,-0.17458024466556024,-0.1842185637163129,-0.21790843234560173,-0.43740897853786526,-0.4517649859797781,-0.08758556961348059,-0.09562679175243803,-0.1287411070185083,-0.12179755387302793,-0.1518198920400727,-0.15976474818873004,-0.2142092973915439,-0.19473107636898948,-0.06837650030991202,-0.1536748701701728,-0.18213339236685055,-0.17027654384506935,-0.10700884700884557,-0.16436741351759904,-0.08037996601025318,-0.0513619898841483,-0.25668813674468044,-0.09596249642909468,-0.039798494382454426,0.1133570728065346,0.12283532818309667,0.10442034265555782,0.07520924968756411,0.022335724967989485,0.08447679383875731
0.7338749155144701,1.0,0.21765537263899976,-0.022003580606375236,-0.0893023475527772,-0.16612798164020798,-0.17380840502566353,-0.30790844659284833,0.11624006757827221,-0.09974800828635329,0.48391684788770134,0.48330619312150225,0.4921735936669924,0.4703042294907534,-0.18436948665647895,-0.19017518085406407,-0.17408970694307166,-0.1695740075057921,0.0637511809457511,-0.11217496160862442,-0.050956004292264184,-0.044948505890229945,-0.04156218327219221,0.012908265065503802,0.02265130733815181,-0.01656377402446127,-0.06526315789473684,-0.2747252747252747,-0.055790426704455984,-0.1938433657885805,-0.21310305378915148,-0.21479100943786034,0.13296575001516736,0.21954385440365567,0.00903108231244305,0.029266799326496253,-0.005052505250525051,0.03284861472524109,-0.033168510009357006,-0.029472106052237046,0.06962707763517778,-0.03876370319234791,0.017075863393092857,0.1259325046986,-0.2181692140924664,-0.20466704373251332,-0.21801608628747435,-0.2184461495311909,-0.24665595779747704,-0.4018029995394693,-0.44622469649702645,-0.2084117755409022,-0.24022045973921227,-0.2565104552402999,-0.25384158975761484,-0.26546018414595274,-0.2751690763033593,-0.290028972183103,-0.2856151211550519,-0.19267380425303082,-0.19447198211989503,-0.21581609141187913,-0.23963293345324851,-0.2233462326546925,-0.24923747057774415,-0.1639566316511719,-0.1527282415070624,-0.1634432714362058,-0.10686634506923946,0.04021552840490105,0.15574722679937816,0.11615167327267645,0.10542914736392073,0.05375960459309515,0.06787618212140785,0.11130800527485278
0.11107897016543368,0.21765537263899976,1.0,-0.1286000777047189,-0.15877055419077807,-0.4339027155090989,-0.47014939172502995,-0.4974039460630254,0.1564846865905546,-0.031085520321456134,-0.1636943055715964,-0.17020949160416196,-0.17129115426190572,-0.18886075209755707,-0.42613497144267093,-0.4371376375662303,-0.4429404134657184,-0.44849521359915157,-0.07826266295865883,-0.028558207619383175,-0.1284308177205231,-0.10449297368077766,-0.08457698619484165,-0.12318949450465982,-0.15576188095652932,0.17179833094237276,0.23097881815116197,0.6383008208640678,-0.09808015368700325,-0.37999814150378275,-0.33538536073969927,-0.3553970753776718,0.07129988507485932,0.5477685980543483,-0.11855026407843136,-0.1456932800971136,0.20122315572460556,-0.16642170380639434,0.13252396033346253,0.3187596290055584,0.14111031468297178,0.08316635688504694,0.2125474263749836,0.4987595807416633,-0.44226496217300354,-0.35387458971619445,-0.3492827747386284,-0.3412199597011789,-0.3473948659323615,-0.33555463043833955,-0.3484606889804303,-0.3713393775249805,-0.41223312508828264,-0.3668011046928115,-0.3969585902781116,-0.3563088975608601,-0.3871213425374536,-0.34176217308796053,-0.40673606642332466,-0.31892824491096783,-0.2868799914489092,-0.3647158871356517,-0.3755569088306821,-0.3150102691999489,-0.38371546225168834,-0.257958667815357,-0.2599859894365446,-0.41174276464729476,-0.39053068703689414,0.05795709847473906,0.013827293339188695,-0.22952032047215495,-0.19852105217415073,-0.20722395425943324,0.018364756592845283,0.026017952501956283
0.184007400951735,-0.022003580606375236,-0.1286000777047189,1.0,0.8173622326196273,0.3353962584993688,0.35018834613734107,0.30571598904582775,0.0443728646030505,0.3128658478221269,0.4091397180531954,0.40621931373447084,0.39853531681405086,0.4180485851613656,0.28666432748605986,0.2876139963419059,0.28951368715555675,0.2983255315051027,-0.05803067869603223,0.3012943291050226,0.14632066617961678,0.13129892837353765,0.13821260061155616,0.162323591651105,0.14023304914924917,0.03265306125904986,0.09268345503599107,0.13939393939393938,0.12304798741567534,0.2654796156429152,0.2826400321195527,0.2898108628131149,-0.12469450489910926,-0.34984753966346704,0.10642010149660171,0.12183387075668521,-0.0233368879029935,0.11483700588094235,-0.012968700610028742,-0.41367405476346564,-0.30221249922928056,-0.059377985865515036,0.030872760213324843,-0.14942658746244658,0.3845684274290353,0.28057695831757945,0.2712415989899012,0.2423858567323396,0.24941926409054033,0.1612122918156301,0.17904865060205036,0.30352288653839765,0.32108195425384867,0.26800647439900077,0.277766579508558,0.21662740420594928,0.2066986400652437,0.1867539147118304,0.16098586738961831,0.16954962821081987,0.2245735240669802,0.18190449965887848,0.19416205419422103,0.278488487031496,0.23826122350904547,0.23578995277102147,0.26145835995911526,0.017440974216693567,0.14331582635180895,0.12012696229753675,0.1904853421603062,0.18531722934118344,0.21349453487570075,0.2321608707367771,-0.08216580757136957,-0.13597089184751143
0.10273229122647895,-0.0893023475527772,-0.15877055419077807,0.8173622326196273,1.0,0.2893432419189732,0.2895269003478949,0.28818776242402994,0.01524298722167347,0.40545261754159156,0.2848105660113334,0.2860908128064316,0.27990709862316704,0.30531743575951303,0.21622233385074305,0.21938137846255354,0.22428133644954365,0.25554500477971653,-0.024226407833202197,0.3847238023396321,0.16909400294947272,0.140900882615391,0.13489254748335097,0.1535717700328349,0.10383994416729433,0.05842777768764637,0.1293501184025993,-0.4545454545454545,0.17273593471085819,0.2330485441610171,0.2538320641184971,0.26238349199914257,-0.07370899805916406,-0.33069254058493186,0.14631401245353728,0.08969940742898878,0.02720159918303007,0.07709460112253978,0.012566265709005469,-0.2924588054137497,-0.18693077491356253,0.07088337557142574,0.06855045453065012,-0.10146710124693377,0.302241415568822,0.30853791637189265,0.30605925557473695,0.301517152942665,0.30394044515398533,0.1679985995901299,0.17620303135385573,0.23357081634683097,0.23668541388624892,0.2564861886480219,0.25352064143875297,0.1520739250024874,0.15584149388193916,0.12257036971276113,0.11460144449004403,0.09213086300483077,0.21658606582555415,0.11504851834484871,0.15339360194825366,0.24850762960322267,0.2805262826479415,0.25904235473559056,0.28453659893693034,0.10506089619323088,0.0643147374266694,0.09829538573360269,0.17181061591137398,0.2938954152942712,0.31544741056074277,0.3379666261734609,-0.09783929721873603,-0.16096284720343315
-0.08969906788999578,-0.16612798164020798,-0.4339027155090989,0.3353962584993688,0.2893432419189732,1.0,0.9773300812795775,0.9610347783843507,-0.26471718533620725,0.20166544579974532,0.48411547540315425,0.48376587166602053,0.47595262925117054,0.4425141643021597,0.9430745489030927,0.9442290201152067,0.9443774272973439,0.945578499981051,-0.22119964375732623,0.20833253983769243,0.3072877545990832,0.27965589297078963,0.34655692046513625,0.28008431879269197,0.2687992100024539,0.094011200278814,0.12277479944584462,0.5384615384615384,0.27773440983486575,0.9467648115446935,0.9401326306075233,0.9463960725007682,-0.12457334101584872,-0.8957880126753421,0.28231815978572816,0.25152210492359833,0.05176919595761405,0.2505942476010186,0.09738283630855449,-0.6903495734013573,-0.6177960757398485,0.004426836658675458,-0.05210112214362193,-0.5791252393616626,0.8283176720893779,0.5665196833750041,0.5861389096645959,0.6013820287164419,0.6021588641320752,0.6626282810871422,0.6685450168854641,0.8638442786274222,0.8221175414435539,0.8243883426578766,0.8283359645032486,0.7916573338050678,0.7859281921026595,0.7489727401957492,0.7479279832993266,0.7103792473204787,0.6885734811456096,0.754909507517332,0.7728699194380547,0.7439589934148053,0.7464872938659494,0.6871293626239658,0.6879272513443608,0.5420718302086961,0.8589801103749563,-0.16686938975601118,0.0013630483311841445,0.2031096353709969,0.236546353584134,0.23661335906537675,0.16664204311208028,0.050788197917317826
-0.09773310251363367,-0.17380840502566353,-0.47014939172502995,0.35018834613734107,0.2895269003478949,0.9773300812795775,1.0,0.9745070546708011,-0.2533391093327617,0.22086129091399964,0.48423922219697985,0.4838243216914061,0.47576208716088325,0.4454648183223604,0.9574686243662398,0.9597902753498346,0.9602865820370293,0.9625157911462091,-0.19174621334107605,0.23082615536972662,0.33450657532545053,0.3104177441339933,0.358286584592254,0.29749276434085814,0.2750158914131465,0.0923604991948625,0.1213817617182073,0.4835164835164835,0.2761306006852962,0.9534769992928711,0.94312518954279,0.9505119911472512,-0.1413521728569879,-0.9201759191009083,0.3093691626298166,0.26145902459333376,0.05272964585204506,0.25814260399406574,0.0925057661958519,-0.7074378896151445,-0.6151873931333451,-0.02117812623204117,-0.05702896625928201,-0.6226699383967088,0.84414273634657,0.562545548940594,0.587185852292279,0.5942944161497465,0.59834487952423,0.6708866606871889,0.6794464903689574,0.8752656753438004,0.8403401542642198,0.8285671801873289,0.8359097985443035,0.804131480616303,0.8053946320689933,0.7456818277213666,0.7533831923534039,0.7141454203141891,0.6909580758634133,0.7559314789328362,0.7809667443760748,0.7411530563675146,0.7462326840665231,0.6816666035034501,0.6821911990141203,0.5468504908955476,0.8790845704529304,-0.16084754015538,-0.0028063655393172596,0.22576923700614546,0.2625359425339224,0.27077286939985445,0.13907504917421926,0.040293316551845045
-0.25217930660624305,-0.30790844659284833,-0.4974039460630254,0.30571598904582775,0.28818776242402994,0.9610347783843507,0.9745070546708011,1.0,-0.2655447194994241,0.16618680473427494,0.4061211056310956,0.4067841435350112,0.3991941540822116,0.3827339865870362,0.9481649815648777,0.9507944652180129,0.9484067731651662,0.9508096065281282,-0.22756656762959365,0.17851776088784782,0.3535620140284242,0.32515995959558447,0.3674436971945287,0.29672815437915445,0.2955215996547196,0.15527648603150374,0.20161312429357042,0.41958041958041964,0.31545717471662615,0.9460391207750629,0.9328006252956971,0.94140692929016,-0.09002892501455083,-0.9131398804414176,0.2932222109427422,0.27078785113200277,0.11272945860074537,0.2727220705063118,0.13899949036610332,-0.6375033228081244,-0.5507973833921486,-0.03373469937440756,-0.07645242745617707,-0.6527620535219552,0.8087837422221096,0.6144466263467468,0.636406574329297,0.6474877301927706,0.6558102064438442,0.7425476221153696,0.7603521962845695,0.9100457404067468,0.8758062998442714,0.879910423991723,0.8882608604752561,0.858539262190981,0.8539210283597345,0.820400677718155,0.8184638048447536,0.773110196502854,0.7586332941141036,0.8160408476841696,0.8464184551318878,0.7662753498788238,0.8179943725085845,0.7144136840474625,0.7193195324674896,0.6173858150083759,0.8469564545100012,-0.22564487978825337,-0.11184995844642588,0.20010593758389747,0.23698790595932057,0.262854314205542,0.13942753119441675,0.03905269260869726
0.12255606677913129,0.11624006757827221,0.1564846865905546,0.0443728646030505,0.01524298722167347,-0.26471718533620725,-0.2533391093327617,-0.2655447194994241,1.0,0.08771353558356221,-0.007166197026806599,-0.0012634653491055941,0.007112930633959116,0.04279038566792265,-0.295281486197998,-0.28331462209237307,-0.27844427059205584,-0.311036527686435,0.47394071326098913,0.0821236822361038,-0.1526050773368199,-0.1294667172727817,-0.12744837772154025,-0.16041309101752477,-0.1997048710255337,-0.1457442531974811,-0.1400160930546921,-0.17056412284302613,-0.23312393804384463,-0.3574426356848385,-0.3688574412971626,-0.35802902115522806,0.04517110253331054,0.27238386904709944,-0.13440200338980882,-0.18175237114646478,-0.20885955322373057,-0.19305548571659578,-0.2340211806461226,0.2533861216473584,0.20213015043985352,-0.19631769944389352,-0.2570074106255753,0.27056279281800016,-0.19442223670930803,-0.18187882779069692,-0.18753822116138316,-0.17551504843236188,-0.1827754099943941,-0.11153427837326751,-0.10809539174397978,-0.11352966431514375,-0.04482283082386671,-0.10438021155083768,-0.09165304134624468,-0.08673088595077201,-0.08058650567577993,-0.08470042488670339,-0.07324050628886423,-0.1115624149335232,-0.23685762377315,-0.0716828099064324,-0.19419442756544414,-0.07984229140854174,-0.13598552369428465,-0.11741794130045742,-0.12151999007820406,-0.3349081575174089,-0.317637875442578,0.1646293857844781,0.09170572883600335,0.016451557788347154,0.023079337987911647,0.01135205111786642,-0.13884831638903553,-0.13305861912094166
0.0007538339429708662,-0.09974800828635329,-0.031085520321456134,0.3128658478221269,0.40545261754159156,0.20166544579974532,0.22086129091399964,0.16618680473427494,0.08771353558356221,1.0,0.09449416290438918,0.09580049688777284,0.09354580183260762,0.15539319889669226,0.16758124413369063,0.17424401126331396,0.17567505067130978,0.2449087941292353,0.34288393952198876,1.0,0.12797257730486322,0.08573448962703598,0.07573029885492794,0.12032236607444112,0.11800590778714842,0.11367965367965367,0.14571834992887625,-0.2087912087912088,0.1537189336485111,0.17037112227028803,0.19105136859139554,0.19611437829629347,0.06597624491290005,-0.18977155606542487,0.16672263968767054,0.11858039404342788,0.07042671614100185,0.10279678992368417,0.04619889708392256,-0.191988821611551,-0.10134388807069218,0.14151768269298892,0.12455320172040715,0.04828898105932615,0.1902808622353252,0.2952912978006652,0.2962629789179893,0.2990661575604001,0.28704233920434197,0.09005310055915308,0.10111168681257421,0.2300529038013777,0.2539433728381135,0.27907001161807005,0.27954299506135594,0.16835186008723707,0.1587383830367742,0.16760414105422863,0.16421089912180023,0.18157959541105903,0.23614273850076517,0.1704656004286623,0.1904839863900128,0.29123106251542236,0.2819060765472875,0.2584781978550277,0.262867461080677,0.020472774579406165,0.09072209013437343,0.013209930142929576,0.05548095088863198,0.18191036322897583,0.19547017283700097,0.19475424968129684,-0.136966481794068,-0.10948451368798989
