title,category,link,image,details_type,details
Japanese Chin,Toy,/search/breeds-a-to-z/breeds/toy/japanese-chin/,/media/1637/japanese-chin-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806130000000,Size of garden,Small/ medium garden
Japanese Akita Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-akita-inu/,/media/2952/japanese-akita-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855850000000,Size,Large
Japanese Akita Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-akita-inu/,/media/2952/japanese-akita-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855850000000,Exercise,More than 2 hours per day
Japanese Akita Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-akita-inu/,/media/2952/japanese-akita-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855850000000,Size of home,Large house
Japanese Akita Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-akita-inu/,/media/2952/japanese-akita-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855850000000,Grooming,More than once a week
Japanese Akita Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-akita-inu/,/media/2952/japanese-akita-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855850000000,Coat length,Short
Japanese Akita Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-akita-inu/,/media/2952/japanese-akita-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855850000000,Sheds,Yes
Japanese Akita Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-akita-inu/,/media/2952/japanese-akita-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855850000000,Lifespan,Over 10 years
Japanese Akita Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-akita-inu/,/media/2952/japanese-akita-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855850000000,Vulnerable native breed,No
Japanese Akita Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-akita-inu/,/media/2952/japanese-akita-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855850000000,Town or country,Either
Japanese Akita Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-akita-inu/,/media/2952/japanese-akita-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855850000000,Size of garden,Large garden
Jack Russell Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Size,Small
Jack Russell Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Exercise,Up to 1 hour per day
Jack Russell Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Size of home,Flat/ Apartment
Jack Russell Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Grooming,Once a week
Jack Russell Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Coat length,Short
Jack Russell Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Sheds,Yes
Jack Russell Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Lifespan,Over 10 years
Jack Russell Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Vulnerable native breed,No
Jack Russell Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Town or country,Country
Jack Russell Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Size of garden,Small/ medium garden
Japanese Shiba Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-shiba-inu/,/media/2955/japanese-shiba-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855980000000,Size,Small
Japanese Shiba Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-shiba-inu/,/media/2955/japanese-shiba-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855980000000,Exercise,Up to 1 hour per day
Japanese Shiba Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-shiba-inu/,/media/2955/japanese-shiba-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855980000000,Size of home,Small house
Japanese Shiba Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-shiba-inu/,/media/2955/japanese-shiba-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855980000000,Grooming,Once a week
Japanese Shiba Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-shiba-inu/,/media/2955/japanese-shiba-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855980000000,Coat length,Short
Japanese Shiba Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-shiba-inu/,/media/2955/japanese-shiba-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855980000000,Sheds,Yes
Japanese Shiba Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-shiba-inu/,/media/2955/japanese-shiba-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855980000000,Lifespan,Over 10 years
Japanese Shiba Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-shiba-inu/,/media/2955/japanese-shiba-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855980000000,Vulnerable native breed,No
Japanese Shiba Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-shiba-inu/,/media/2955/japanese-shiba-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855980000000,Town or country,Either
Japanese Shiba Inu,Utility,/search/breeds-a-to-z/breeds/utility/japanese-shiba-inu/,/media/2955/japanese-shiba-inu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143855980000000,Size of garden,Small/ medium garden
King Charles Spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Size,Small
King Charles Spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Exercise,Up to 30 minutes per day
King Charles Spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Size of home,Flat/ Apartment
King Charles Spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Grooming,More than once a week
King Charles Spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Coat length,Medium
King Charles Spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Sheds,Yes
King Charles Spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Lifespan,Over 12 years
King Charles Spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Vulnerable native breed,Yes
King Charles Spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Town or country,Either
King Charles Spaniel,Toy,/search/breeds-a-to-z/breeds/toy/king-charles-spaniel/,/media/1640/king-charles-spaniel-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143806550000000,Size of garden,Small/ medium garden
Korthals Griffon (Imp),Gundog,/search/breeds-a-to-z/breeds/gundog/korthals-griffon-imp/,/media/1172/resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428430000000,Size,Medium
Korthals Griffon (Imp),Gundog,/search/breeds-a-to-z/breeds/gundog/korthals-griffon-imp/,/media/1172/resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428430000000,Exercise,More than 2 hours per day
Korthals Griffon (Imp),Gundog,/search/breeds-a-to-z/breeds/gundog/korthals-griffon-imp/,/media/1172/resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428430000000,Size of home,Large house
Korthals Griffon (Imp),Gundog,/search/breeds-a-to-z/breeds/gundog/korthals-griffon-imp/,/media/1172/resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428430000000,Grooming,More than once a week
Korthals Griffon (Imp),Gundog,/search/breeds-a-to-z/breeds/gundog/korthals-griffon-imp/,/media/1172/resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428430000000,Coat length,Medium
Korthals Griffon (Imp),Gundog,/search/breeds-a-to-z/breeds/gundog/korthals-griffon-imp/,/media/1172/resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428430000000,Sheds,Yes
Korthals Griffon (Imp),Gundog,/search/breeds-a-to-z/breeds/gundog/korthals-griffon-imp/,/media/1172/resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428430000000,Lifespan,Over 10 years
Korthals Griffon (Imp),Gundog,/search/breeds-a-to-z/breeds/gundog/korthals-griffon-imp/,/media/1172/resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428430000000,Vulnerable native breed,No
Korthals Griffon (Imp),Gundog,/search/breeds-a-to-z/breeds/gundog/korthals-griffon-imp/,/media/1172/resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428430000000,Town or country,Country
Korthals Griffon (Imp),Gundog,/search/breeds-a-to-z/breeds/gundog/korthals-griffon-imp/,/media/1172/resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428430000000,Size of garden,Large garden
Kerry Blue Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/kerry-blue-terrier/,/media/1559/kerry-blue-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797290000000,Size,Medium
Kerry Blue Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/kerry-blue-terrier/,/media/1559/kerry-blue-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797290000000,Exercise,Up to 1 hour per day
Kerry Blue Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/kerry-blue-terrier/,/media/1559/kerry-blue-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797290000000,Size of home,Small house
Kerry Blue Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/kerry-blue-terrier/,/media/1559/kerry-blue-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797290000000,Grooming,Once a week
Kerry Blue Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/kerry-blue-terrier/,/media/1559/kerry-blue-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797290000000,Coat length,Medium
Kerry Blue Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/kerry-blue-terrier/,/media/1559/kerry-blue-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797290000000,Sheds,No
Kerry Blue Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/kerry-blue-terrier/,/media/1559/kerry-blue-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797290000000,Lifespan,Over 10 years
Kerry Blue Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/kerry-blue-terrier/,/media/1559/kerry-blue-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797290000000,Vulnerable native breed,Yes
Kerry Blue Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/kerry-blue-terrier/,/media/1559/kerry-blue-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797290000000,Town or country,Either
Kerry Blue Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/kerry-blue-terrier/,/media/1559/kerry-blue-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797290000000,Size of garden,Small/ medium garden
Keeshond,Utility,/search/breeds-a-to-z/breeds/utility/keeshond/,/media/1708/keeshond-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856360000000,Size,Medium
Keeshond,Utility,/search/breeds-a-to-z/breeds/utility/keeshond/,/media/1708/keeshond-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856360000000,Exercise,Up to 1 hour per day
Keeshond,Utility,/search/breeds-a-to-z/breeds/utility/keeshond/,/media/1708/keeshond-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856360000000,Size of home,Small house
Keeshond,Utility,/search/breeds-a-to-z/breeds/utility/keeshond/,/media/1708/keeshond-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856360000000,Grooming,Every day
Keeshond,Utility,/search/breeds-a-to-z/breeds/utility/keeshond/,/media/1708/keeshond-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856360000000,Coat length,Medium
Keeshond,Utility,/search/breeds-a-to-z/breeds/utility/keeshond/,/media/1708/keeshond-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856360000000,Sheds,Yes
Keeshond,Utility,/search/breeds-a-to-z/breeds/utility/keeshond/,/media/1708/keeshond-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856360000000,Lifespan,Over 10 years
Keeshond,Utility,/search/breeds-a-to-z/breeds/utility/keeshond/,/media/1708/keeshond-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856360000000,Vulnerable native breed,No
Keeshond,Utility,/search/breeds-a-to-z/breeds/utility/keeshond/,/media/1708/keeshond-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856360000000,Town or country,Either
Keeshond,Utility,/search/breeds-a-to-z/breeds/utility/keeshond/,/media/1708/keeshond-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856360000000,Size of garden,Small/ medium garden
Korean Jindo (Imp),Utility,/search/breeds-a-to-z/breeds/utility/korean-jindo-imp/,/media/2956/korean-jindo-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856750000000,Size,Medium
Korean Jindo (Imp),Utility,/search/breeds-a-to-z/breeds/utility/korean-jindo-imp/,/media/2956/korean-jindo-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856750000000,Exercise,Up to 1 hour per day
Korean Jindo (Imp),Utility,/search/breeds-a-to-z/breeds/utility/korean-jindo-imp/,/media/2956/korean-jindo-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856750000000,Size of home,Small house
Korean Jindo (Imp),Utility,/search/breeds-a-to-z/breeds/utility/korean-jindo-imp/,/media/2956/korean-jindo-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856750000000,Grooming,More than once a week
Korean Jindo (Imp),Utility,/search/breeds-a-to-z/breeds/utility/korean-jindo-imp/,/media/2956/korean-jindo-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856750000000,Coat length,Medium
Korean Jindo (Imp),Utility,/search/breeds-a-to-z/breeds/utility/korean-jindo-imp/,/media/2956/korean-jindo-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856750000000,Sheds,Yes
Korean Jindo (Imp),Utility,/search/breeds-a-to-z/breeds/utility/korean-jindo-imp/,/media/2956/korean-jindo-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856750000000,Lifespan,Over 10 years
Korean Jindo (Imp),Utility,/search/breeds-a-to-z/breeds/utility/korean-jindo-imp/,/media/2956/korean-jindo-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856750000000,Vulnerable native breed,No
Korean Jindo (Imp),Utility,/search/breeds-a-to-z/breeds/utility/korean-jindo-imp/,/media/2956/korean-jindo-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856750000000,Town or country,Either
Korean Jindo (Imp),Utility,/search/breeds-a-to-z/breeds/utility/korean-jindo-imp/,/media/2956/korean-jindo-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856750000000,Size of garden,Small/ medium garden
Komondor,Pastoral,/search/breeds-a-to-z/breeds/pastoral/komondor/,/media/1468/komondor-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626570000000,Size,Large
Komondor,Pastoral,/search/breeds-a-to-z/breeds/pastoral/komondor/,/media/1468/komondor-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626570000000,Exercise,Up to 1 hour per day
Komondor,Pastoral,/search/breeds-a-to-z/breeds/pastoral/komondor/,/media/1468/komondor-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626570000000,Size of home,Large house
Komondor,Pastoral,/search/breeds-a-to-z/breeds/pastoral/komondor/,/media/1468/komondor-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626570000000,Grooming,More than once a week
Komondor,Pastoral,/search/breeds-a-to-z/breeds/pastoral/komondor/,/media/1468/komondor-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626570000000,Coat length,Long
Komondor,Pastoral,/search/breeds-a-to-z/breeds/pastoral/komondor/,/media/1468/komondor-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626570000000,Sheds,No
Komondor,Pastoral,/search/breeds-a-to-z/breeds/pastoral/komondor/,/media/1468/komondor-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626570000000,Lifespan,Under 10 years
Komondor,Pastoral,/search/breeds-a-to-z/breeds/pastoral/komondor/,/media/1468/komondor-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626570000000,Vulnerable native breed,No
Komondor,Pastoral,/search/breeds-a-to-z/breeds/pastoral/komondor/,/media/1468/komondor-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626570000000,Town or country,Country
Komondor,Pastoral,/search/breeds-a-to-z/breeds/pastoral/komondor/,/media/1468/komondor-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626570000000,Size of garden,Large garden
Kooikerhondje,Utility,/search/breeds-a-to-z/breeds/utility/kooikerhondje/,/media/2957/kooikerhondje-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856680000000,Size,Small
Kooikerhondje,Utility,/search/breeds-a-to-z/breeds/utility/kooikerhondje/,/media/2957/kooikerhondje-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856680000000,Exercise,Up to 1 hour per day
Kooikerhondje,Utility,/search/breeds-a-to-z/breeds/utility/kooikerhondje/,/media/2957/kooikerhondje-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856680000000,Size of home,Small house
Kooikerhondje,Utility,/search/breeds-a-to-z/breeds/utility/kooikerhondje/,/media/2957/kooikerhondje-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856680000000,Grooming,More than once a week
Kooikerhondje,Utility,/search/breeds-a-to-z/breeds/utility/kooikerhondje/,/media/2957/kooikerhondje-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856680000000,Coat length,Medium
Kooikerhondje,Utility,/search/breeds-a-to-z/breeds/utility/kooikerhondje/,/media/2957/kooikerhondje-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856680000000,Sheds,Yes
Kooikerhondje,Utility,/search/breeds-a-to-z/breeds/utility/kooikerhondje/,/media/2957/kooikerhondje-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856680000000,Lifespan,Over 12 years
Kooikerhondje,Utility,/search/breeds-a-to-z/breeds/utility/kooikerhondje/,/media/2957/kooikerhondje-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856680000000,Vulnerable native breed,No
Kooikerhondje,Utility,/search/breeds-a-to-z/breeds/utility/kooikerhondje/,/media/2957/kooikerhondje-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856680000000,Town or country,Either
Kooikerhondje,Utility,/search/breeds-a-to-z/breeds/utility/kooikerhondje/,/media/2957/kooikerhondje-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143856680000000,Size of garden,Small/ medium garden
Lancashire Heeler,Pastoral,/search/breeds-a-to-z/breeds/pastoral/lancashire-heeler/,/media/1471/lancashire-heeler-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626900000000,Size,Small
Lancashire Heeler,Pastoral,/search/breeds-a-to-z/breeds/pastoral/lancashire-heeler/,/media/1471/lancashire-heeler-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626900000000,Exercise,Up to 1 hour per day
Lancashire Heeler,Pastoral,/search/breeds-a-to-z/breeds/pastoral/lancashire-heeler/,/media/1471/lancashire-heeler-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626900000000,Size of home,Flat/ Apartment
Lancashire Heeler,Pastoral,/search/breeds-a-to-z/breeds/pastoral/lancashire-heeler/,/media/1471/lancashire-heeler-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626900000000,Grooming,Once a week
Lancashire Heeler,Pastoral,/search/breeds-a-to-z/breeds/pastoral/lancashire-heeler/,/media/1471/lancashire-heeler-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626900000000,Coat length,Short
Lancashire Heeler,Pastoral,/search/breeds-a-to-z/breeds/pastoral/lancashire-heeler/,/media/1471/lancashire-heeler-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626900000000,Sheds,Yes
Lancashire Heeler,Pastoral,/search/breeds-a-to-z/breeds/pastoral/lancashire-heeler/,/media/1471/lancashire-heeler-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626900000000,Lifespan,Over 12 years
Lancashire Heeler,Pastoral,/search/breeds-a-to-z/breeds/pastoral/lancashire-heeler/,/media/1471/lancashire-heeler-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626900000000,Vulnerable native breed,Yes
Lancashire Heeler,Pastoral,/search/breeds-a-to-z/breeds/pastoral/lancashire-heeler/,/media/1471/lancashire-heeler-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626900000000,Town or country,Either
Lancashire Heeler,Pastoral,/search/breeds-a-to-z/breeds/pastoral/lancashire-heeler/,/media/1471/lancashire-heeler-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140626900000000,Size of garden,Small/ medium garden
Lagotto Romagnolo,Gundog,/search/breeds-a-to-z/breeds/gundog/lagotto-romagnolo/,/media/1173/lagotto-romagnolo-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428720000000,Size,Small
Lagotto Romagnolo,Gundog,/search/breeds-a-to-z/breeds/gundog/lagotto-romagnolo/,/media/1173/lagotto-romagnolo-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428720000000,Exercise,More than 2 hours per day
Lagotto Romagnolo,Gundog,/search/breeds-a-to-z/breeds/gundog/lagotto-romagnolo/,/media/1173/lagotto-romagnolo-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428720000000,Size of home,Small house
Lagotto Romagnolo,Gundog,/search/breeds-a-to-z/breeds/gundog/lagotto-romagnolo/,/media/1173/lagotto-romagnolo-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428720000000,Grooming,More than once a week
Lagotto Romagnolo,Gundog,/search/breeds-a-to-z/breeds/gundog/lagotto-romagnolo/,/media/1173/lagotto-romagnolo-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428720000000,Coat length,Medium
Lagotto Romagnolo,Gundog,/search/breeds-a-to-z/breeds/gundog/lagotto-romagnolo/,/media/1173/lagotto-romagnolo-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428720000000,Sheds,No
Lagotto Romagnolo,Gundog,/search/breeds-a-to-z/breeds/gundog/lagotto-romagnolo/,/media/1173/lagotto-romagnolo-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428720000000,Lifespan,Over 12 years
Lagotto Romagnolo,Gundog,/search/breeds-a-to-z/breeds/gundog/lagotto-romagnolo/,/media/1173/lagotto-romagnolo-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428720000000,Vulnerable native breed,No
Lagotto Romagnolo,Gundog,/search/breeds-a-to-z/breeds/gundog/lagotto-romagnolo/,/media/1173/lagotto-romagnolo-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428720000000,Town or country,Country
Lagotto Romagnolo,Gundog,/search/breeds-a-to-z/breeds/gundog/lagotto-romagnolo/,/media/1173/lagotto-romagnolo-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140428720000000,Size of garden,Large garden
Lakeland Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/lakeland-terrier/,/media/1562/lakeland-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797580000000,Size,Small
Lakeland Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/lakeland-terrier/,/media/1562/lakeland-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797580000000,Exercise,Up to 1 hour per day
Lakeland Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/lakeland-terrier/,/media/1562/lakeland-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797580000000,Size of home,Small house
Lakeland Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/lakeland-terrier/,/media/1562/lakeland-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797580000000,Grooming,More than once a week
Lakeland Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/lakeland-terrier/,/media/1562/lakeland-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797580000000,Coat length,Short
Lakeland Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/lakeland-terrier/,/media/1562/lakeland-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797580000000,Sheds,No
