title,category,link,image,details_type,details
Bolognese,Toy,/search/breeds-a-to-z/breeds/toy/bolognese/,/media/1607/bolognese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802720000000,Size of garden,Small/ medium garden
Basset Hound,Hound,/search/breeds-a-to-z/breeds/hound/basset-hound/,/media/2911/basset-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454040000000,Size,Medium
Basset Hound,Hound,/search/breeds-a-to-z/breeds/hound/basset-hound/,/media/2911/basset-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454040000000,Exercise,Up to 1 hour per day
Basset Hound,Hound,/search/breeds-a-to-z/breeds/hound/basset-hound/,/media/2911/basset-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454040000000,Size of home,Large house
Basset Hound,Hound,/search/breeds-a-to-z/breeds/hound/basset-hound/,/media/2911/basset-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454040000000,Grooming,Once a week
Basset Hound,Hound,/search/breeds-a-to-z/breeds/hound/basset-hound/,/media/2911/basset-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454040000000,Coat length,Short
Basset Hound,Hound,/search/breeds-a-to-z/breeds/hound/basset-hound/,/media/2911/basset-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454040000000,Sheds,Yes
Basset Hound,Hound,/search/breeds-a-to-z/breeds/hound/basset-hound/,/media/2911/basset-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454040000000,Lifespan,Over 10 years
Basset Hound,Hound,/search/breeds-a-to-z/breeds/hound/basset-hound/,/media/2911/basset-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454040000000,Vulnerable native breed,No
Basset Hound,Hound,/search/breeds-a-to-z/breeds/hound/basset-hound/,/media/2911/basset-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454040000000,Town or country,Either
Basset Hound,Hound,/search/breeds-a-to-z/breeds/hound/basset-hound/,/media/2911/basset-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454040000000,Size of garden,Small/ medium garden
Bedlington Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/bedlington-terrier/,/media/1523/bedlington-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779260000000,Size,Small
Bedlington Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/bedlington-terrier/,/media/1523/bedlington-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779260000000,Exercise,Up to 1 hour per day
Bedlington Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/bedlington-terrier/,/media/1523/bedlington-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779260000000,Size of home,Small house
Bedlington Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/bedlington-terrier/,/media/1523/bedlington-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779260000000,Grooming,Once a week
Bedlington Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/bedlington-terrier/,/media/1523/bedlington-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779260000000,Coat length,Medium
Bedlington Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/bedlington-terrier/,/media/1523/bedlington-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779260000000,Sheds,No
Bedlington Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/bedlington-terrier/,/media/1523/bedlington-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779260000000,Lifespan,Over 10 years
Bedlington Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/bedlington-terrier/,/media/1523/bedlington-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779260000000,Vulnerable native breed,No
Bedlington Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/bedlington-terrier/,/media/1523/bedlington-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779260000000,Town or country,Either
Bedlington Terrier,Terrier,/search/breeds-a-to-z/breeds/terrier/bedlington-terrier/,/media/1523/bedlington-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143779260000000,Size of garden,Small/ medium garden
Bull Terrier (Miniature),Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier-miniature/,/media/1534/bull-terrier-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143783760000000,Size,Small
Bull Terrier (Miniature),Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier-miniature/,/media/1534/bull-terrier-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143783760000000,Exercise,Up to 1 hour per day
Bull Terrier (Miniature),Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier-miniature/,/media/1534/bull-terrier-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143783760000000,Size of home,Small house
Bull Terrier (Miniature),Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier-miniature/,/media/1534/bull-terrier-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143783760000000,Grooming,Once a week
Bull Terrier (Miniature),Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier-miniature/,/media/1534/bull-terrier-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143783760000000,Coat length,Short
Bull Terrier (Miniature),Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier-miniature/,/media/1534/bull-terrier-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143783760000000,Sheds,Yes
Bull Terrier (Miniature),Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier-miniature/,/media/1534/bull-terrier-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143783760000000,Lifespan,Over 10 years
Bull Terrier (Miniature),Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier-miniature/,/media/1534/bull-terrier-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143783760000000,Vulnerable native breed,Yes
Bull Terrier (Miniature),Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier-miniature/,/media/1534/bull-terrier-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143783760000000,Town or country,Either
Bull Terrier (Miniature),Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier-miniature/,/media/1534/bull-terrier-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143783760000000,Size of garden,Small/ medium garden
Belgian Shepherd Dog (Tervueren),Pastoral,/search/breeds-a-to-z/breeds/pastoral/belgian-shepherd-dog-tervueren/,/media/1431/belgian-shepherd-dog-tervueren-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140538240000000,Size,Medium
Belgian Shepherd Dog (Tervueren),Pastoral,/search/breeds-a-to-z/breeds/pastoral/belgian-shepherd-dog-tervueren/,/media/1431/belgian-shepherd-dog-tervueren-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140538240000000,Exercise,More than 2 hours per day
Belgian Shepherd Dog (Tervueren),Pastoral,/search/breeds-a-to-z/breeds/pastoral/belgian-shepherd-dog-tervueren/,/media/1431/belgian-shepherd-dog-tervueren-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140538240000000,Size of home,Large house
Belgian Shepherd Dog (Tervueren),Pastoral,/search/breeds-a-to-z/breeds/pastoral/belgian-shepherd-dog-tervueren/,/media/1431/belgian-shepherd-dog-tervueren-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140538240000000,Grooming,More than once a week
Belgian Shepherd Dog (Tervueren),Pastoral,/search/breeds-a-to-z/breeds/pastoral/belgian-shepherd-dog-tervueren/,/media/1431/belgian-shepherd-dog-tervueren-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140538240000000,Coat length,Medium
Belgian Shepherd Dog (Tervueren),Pastoral,/search/breeds-a-to-z/breeds/pastoral/belgian-shepherd-dog-tervueren/,/media/1431/belgian-shepherd-dog-tervueren-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140538240000000,Sheds,Yes
Belgian Shepherd Dog (Tervueren),Pastoral,/search/breeds-a-to-z/breeds/pastoral/belgian-shepherd-dog-tervueren/,/media/1431/belgian-shepherd-dog-tervueren-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140538240000000,Lifespan,Over 10 years
Belgian Shepherd Dog (Tervueren),Pastoral,/search/breeds-a-to-z/breeds/pastoral/belgian-shepherd-dog-tervueren/,/media/1431/belgian-shepherd-dog-tervueren-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140538240000000,Vulnerable native breed,No
Belgian Shepherd Dog (Tervueren),Pastoral,/search/breeds-a-to-z/breeds/pastoral/belgian-shepherd-dog-tervueren/,/media/1431/belgian-shepherd-dog-tervueren-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140538240000000,Town or country,Either
Belgian Shepherd Dog (Tervueren),Pastoral,/search/breeds-a-to-z/breeds/pastoral/belgian-shepherd-dog-tervueren/,/media/1431/belgian-shepherd-dog-tervueren-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140538240000000,Size of garden,Large garden
Basset Griffon Vendeen (Petit),Hound,/search/breeds-a-to-z/breeds/hound/basset-griffon-vendeen-petit/,/media/2912/basset-griffon-vendeen-petit-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140453780000000,Size,Medium
Basset Griffon Vendeen (Petit),Hound,/search/breeds-a-to-z/breeds/hound/basset-griffon-vendeen-petit/,/media/2912/basset-griffon-vendeen-petit-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140453780000000,Exercise,Up to 1 hour per day
Basset Griffon Vendeen (Petit),Hound,/search/breeds-a-to-z/breeds/hound/basset-griffon-vendeen-petit/,/media/2912/basset-griffon-vendeen-petit-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140453780000000,Size of home,Small house
Basset Griffon Vendeen (Petit),Hound,/search/breeds-a-to-z/breeds/hound/basset-griffon-vendeen-petit/,/media/2912/basset-griffon-vendeen-petit-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140453780000000,Grooming,More than once a week
Basset Griffon Vendeen (Petit),Hound,/search/breeds-a-to-z/breeds/hound/basset-griffon-vendeen-petit/,/media/2912/basset-griffon-vendeen-petit-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140453780000000,Coat length,Medium
Basset Griffon Vendeen (Petit),Hound,/search/breeds-a-to-z/breeds/hound/basset-griffon-vendeen-petit/,/media/2912/basset-griffon-vendeen-petit-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140453780000000,Sheds,Yes
Basset Griffon Vendeen (Petit),Hound,/search/breeds-a-to-z/breeds/hound/basset-griffon-vendeen-petit/,/media/2912/basset-griffon-vendeen-petit-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140453780000000,Lifespan,Over 10 years
Basset Griffon Vendeen (Petit),Hound,/search/breeds-a-to-z/breeds/hound/basset-griffon-vendeen-petit/,/media/2912/basset-griffon-vendeen-petit-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140453780000000,Vulnerable native breed,No
Basset Griffon Vendeen (Petit),Hound,/search/breeds-a-to-z/breeds/hound/basset-griffon-vendeen-petit/,/media/2912/basset-griffon-vendeen-petit-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140453780000000,Town or country,Either
Basset Griffon Vendeen (Petit),Hound,/search/breeds-a-to-z/breeds/hound/basset-griffon-vendeen-petit/,/media/2912/basset-griffon-vendeen-petit-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140453780000000,Size of garden,Small/ medium garden
Briard,Pastoral,/search/breeds-a-to-z/breeds/pastoral/briard/,/media/1438/briard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540550000000,Size,Large
Briard,Pastoral,/search/breeds-a-to-z/breeds/pastoral/briard/,/media/1438/briard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540550000000,Exercise,More than 2 hours per day
Briard,Pastoral,/search/breeds-a-to-z/breeds/pastoral/briard/,/media/1438/briard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540550000000,Size of home,Large house
Briard,Pastoral,/search/breeds-a-to-z/breeds/pastoral/briard/,/media/1438/briard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540550000000,Grooming,Every day
Briard,Pastoral,/search/breeds-a-to-z/breeds/pastoral/briard/,/media/1438/briard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540550000000,Coat length,Long
Briard,Pastoral,/search/breeds-a-to-z/breeds/pastoral/briard/,/media/1438/briard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540550000000,Sheds,Yes
Briard,Pastoral,/search/breeds-a-to-z/breeds/pastoral/briard/,/media/1438/briard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540550000000,Lifespan,Over 10 years
Briard,Pastoral,/search/breeds-a-to-z/breeds/pastoral/briard/,/media/1438/briard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540550000000,Vulnerable native breed,No
Briard,Pastoral,/search/breeds-a-to-z/breeds/pastoral/briard/,/media/1438/briard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540550000000,Town or country,Either
Briard,Pastoral,/search/breeds-a-to-z/breeds/pastoral/briard/,/media/1438/briard-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140540550000000,Size of garden,Large garden
Basset Fauve De Bretagne,Hound,/search/breeds-a-to-z/breeds/hound/basset-fauve-de-bretagne/,/media/2916/basset-fauve-de-bretagne-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140451120000000,Size,Medium
Basset Fauve De Bretagne,Hound,/search/breeds-a-to-z/breeds/hound/basset-fauve-de-bretagne/,/media/2916/basset-fauve-de-bretagne-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140451120000000,Exercise,More than 2 hours per day
Basset Fauve De Bretagne,Hound,/search/breeds-a-to-z/breeds/hound/basset-fauve-de-bretagne/,/media/2916/basset-fauve-de-bretagne-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140451120000000,Size of home,Small house
Basset Fauve De Bretagne,Hound,/search/breeds-a-to-z/breeds/hound/basset-fauve-de-bretagne/,/media/2916/basset-fauve-de-bretagne-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140451120000000,Grooming,Once a week
Basset Fauve De Bretagne,Hound,/search/breeds-a-to-z/breeds/hound/basset-fauve-de-bretagne/,/media/2916/basset-fauve-de-bretagne-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140451120000000,Coat length,Medium
Basset Fauve De Bretagne,Hound,/search/breeds-a-to-z/breeds/hound/basset-fauve-de-bretagne/,/media/2916/basset-fauve-de-bretagne-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140451120000000,Sheds,Yes
Basset Fauve De Bretagne,Hound,/search/breeds-a-to-z/breeds/hound/basset-fauve-de-bretagne/,/media/2916/basset-fauve-de-bretagne-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140451120000000,Lifespan,Over 12 years
Basset Fauve De Bretagne,Hound,/search/breeds-a-to-z/breeds/hound/basset-fauve-de-bretagne/,/media/2916/basset-fauve-de-bretagne-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140451120000000,Vulnerable native breed,No
Basset Fauve De Bretagne,Hound,/search/breeds-a-to-z/breeds/hound/basset-fauve-de-bretagne/,/media/2916/basset-fauve-de-bretagne-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140451120000000,Town or country,Either
Basset Fauve De Bretagne,Hound,/search/breeds-a-to-z/breeds/hound/basset-fauve-de-bretagne/,/media/2916/basset-fauve-de-bretagne-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140451120000000,Size of garden,Large garden
Bavarian Mountain Hound (Imp),Hound,/search/breeds-a-to-z/breeds/hound/bavarian-mountain-hound-imp/,/media/2915/bavarian-mountain-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454290000000,Size,Medium
Bavarian Mountain Hound (Imp),Hound,/search/breeds-a-to-z/breeds/hound/bavarian-mountain-hound-imp/,/media/2915/bavarian-mountain-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454290000000,Exercise,More than 2 hours per day
Bavarian Mountain Hound (Imp),Hound,/search/breeds-a-to-z/breeds/hound/bavarian-mountain-hound-imp/,/media/2915/bavarian-mountain-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454290000000,Size of home,Small house
Bavarian Mountain Hound (Imp),Hound,/search/breeds-a-to-z/breeds/hound/bavarian-mountain-hound-imp/,/media/2915/bavarian-mountain-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454290000000,Grooming,Once a week
Bavarian Mountain Hound (Imp),Hound,/search/breeds-a-to-z/breeds/hound/bavarian-mountain-hound-imp/,/media/2915/bavarian-mountain-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454290000000,Coat length,Short
Bavarian Mountain Hound (Imp),Hound,/search/breeds-a-to-z/breeds/hound/bavarian-mountain-hound-imp/,/media/2915/bavarian-mountain-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454290000000,Sheds,Yes
Bavarian Mountain Hound (Imp),Hound,/search/breeds-a-to-z/breeds/hound/bavarian-mountain-hound-imp/,/media/2915/bavarian-mountain-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454290000000,Lifespan,Over 10 years
Bavarian Mountain Hound (Imp),Hound,/search/breeds-a-to-z/breeds/hound/bavarian-mountain-hound-imp/,/media/2915/bavarian-mountain-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454290000000,Vulnerable native breed,No
Bavarian Mountain Hound (Imp),Hound,/search/breeds-a-to-z/breeds/hound/bavarian-mountain-hound-imp/,/media/2915/bavarian-mountain-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454290000000,Town or country,Country
Bavarian Mountain Hound (Imp),Hound,/search/breeds-a-to-z/breeds/hound/bavarian-mountain-hound-imp/,/media/2915/bavarian-mountain-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454290000000,Size of garden,Large garden
Bichon Frise,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Size,Small
Bichon Frise,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Exercise,Up to 30 minutes per day
Bichon Frise,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Size of home,Flat/ Apartment
Bichon Frise,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Grooming,Every day
Bichon Frise,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Coat length,Medium
Bichon Frise,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Sheds,No
Bichon Frise,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Lifespan,Over 12 years
Bichon Frise,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Vulnerable native breed,No
Bichon Frise,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Town or country,Either
Bichon Frise,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Size of garden,Small/ medium garden
Bouvier Des Flandres,Working,/search/breeds-a-to-z/breeds/working/bouvier-des-flandres/,/media/2917/bouvier-des-flandres-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872440000000,Size,Large
Bouvier Des Flandres,Working,/search/breeds-a-to-z/breeds/working/bouvier-des-flandres/,/media/2917/bouvier-des-flandres-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872440000000,Exercise,Up to 1 hour per day
Bouvier Des Flandres,Working,/search/breeds-a-to-z/breeds/working/bouvier-des-flandres/,/media/2917/bouvier-des-flandres-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872440000000,Size of home,Large house
Bouvier Des Flandres,Working,/search/breeds-a-to-z/breeds/working/bouvier-des-flandres/,/media/2917/bouvier-des-flandres-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872440000000,Grooming,Every day
Bouvier Des Flandres,Working,/search/breeds-a-to-z/breeds/working/bouvier-des-flandres/,/media/2917/bouvier-des-flandres-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872440000000,Coat length,Medium
Bouvier Des Flandres,Working,/search/breeds-a-to-z/breeds/working/bouvier-des-flandres/,/media/2917/bouvier-des-flandres-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872440000000,Sheds,No
Bouvier Des Flandres,Working,/search/breeds-a-to-z/breeds/working/bouvier-des-flandres/,/media/2917/bouvier-des-flandres-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872440000000,Lifespan,Over 10 years
Bouvier Des Flandres,Working,/search/breeds-a-to-z/breeds/working/bouvier-des-flandres/,/media/2917/bouvier-des-flandres-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872440000000,Vulnerable native breed,No
Bouvier Des Flandres,Working,/search/breeds-a-to-z/breeds/working/bouvier-des-flandres/,/media/2917/bouvier-des-flandres-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872440000000,Town or country,Either
Bouvier Des Flandres,Working,/search/breeds-a-to-z/breeds/working/bouvier-des-flandres/,/media/2917/bouvier-des-flandres-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872440000000,Size of garden,Large garden
Borzoi,Hound,/search/breeds-a-to-z/breeds/hound/borzoi/,/media/2914/borzoi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455760000000,Size,Large
Borzoi,Hound,/search/breeds-a-to-z/breeds/hound/borzoi/,/media/2914/borzoi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455760000000,Exercise,Up to 1 hour per day
Borzoi,Hound,/search/breeds-a-to-z/breeds/hound/borzoi/,/media/2914/borzoi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455760000000,Size of home,Large house
Borzoi,Hound,/search/breeds-a-to-z/breeds/hound/borzoi/,/media/2914/borzoi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455760000000,Grooming,More than once a week
Borzoi,Hound,/search/breeds-a-to-z/breeds/hound/borzoi/,/media/2914/borzoi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455760000000,Coat length,Medium
Borzoi,Hound,/search/breeds-a-to-z/breeds/hound/borzoi/,/media/2914/borzoi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455760000000,Sheds,Yes
Borzoi,Hound,/search/breeds-a-to-z/breeds/hound/borzoi/,/media/2914/borzoi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455760000000,Lifespan,Over 10 years
Borzoi,Hound,/search/breeds-a-to-z/breeds/hound/borzoi/,/media/2914/borzoi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455760000000,Vulnerable native breed,No
Borzoi,Hound,/search/breeds-a-to-z/breeds/hound/borzoi/,/media/2914/borzoi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455760000000,Town or country,Country
Borzoi,Hound,/search/breeds-a-to-z/breeds/hound/borzoi/,/media/2914/borzoi-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140455760000000,Size of garden,Large garden
Bulldog,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Size,Medium
Bulldog,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Exercise,Up to 1 hour per day
Bulldog,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Size of home,Small house
Bulldog,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Grooming,Once a week
Bulldog,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Coat length,Short
Bulldog,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Sheds,Yes
Bulldog,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Lifespan,Under 10 years
Bulldog,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Vulnerable native breed,No
Bulldog,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Town or country,Either
Bulldog,Utility,/search/breeds-a-to-z/breeds/utility/bulldog/,/media/2913/bulldog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812570000000,Size of garden,Small/ medium garden
Brittany,Gundog,/search/breeds-a-to-z/breeds/gundog/brittany/,/media/1161/brittany-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140423510000000,Size,Medium
Brittany,Gundog,/search/breeds-a-to-z/breeds/gundog/brittany/,/media/1161/brittany-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140423510000000,Exercise,More than 2 hours per day
Brittany,Gundog,/search/breeds-a-to-z/breeds/gundog/brittany/,/media/1161/brittany-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140423510000000,Size of home,Small house
Brittany,Gundog,/search/breeds-a-to-z/breeds/gundog/brittany/,/media/1161/brittany-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140423510000000,Grooming,More than once a week
